name,length,accuracy,precision,recall,sensitivity,specificity,f1,mcc
RNAStrAlign_Cko.cL1255_p10.bpseq,352,0.99951214,0.5745856,0.5777778,0.5777778,0.9997543,0.5761773,0.575935423374176
RNAStrAlign_Para.bras._GSP-121759.bpseq,338,0.9992538,0.3090909,0.17708333,0.17708333,0.9997575,0.22516558,0.23360386490821838
archiveII_grp1_a.I1.e.D.salina.C1.SSU.943.bpseq,423,0.99962693,0.82901555,0.6557377,0.6557377,0.9998947,0.7322655,0.7371252775192261
bprna1m_bpRNA_RFAM_35775.bpseq,279,0.9996046,0.4883721,0.3442623,0.3442623,0.99985963,0.40384617,0.4098435640335083
RNAStrAlign_Phak.pach._GSP-170000-2_1.bpseq,308,0.9994675,0.6296296,0.42079207,0.42079207,0.99984044,0.50445104,0.5144761800765991
TrainSetA_2241.bpseq,341,0.9996556,0.6818182,0.6402439,0.6402439,0.99984366,0.6603774,0.6605322360992432
bprna1m_bpRNA_RFAM_22782.bpseq,493,0.99913585,0.15789473,0.59210527,0.59210527,0.9992345,0.24930747,0.3054683804512024
RNAStrAlign_Pinf.S943.bpseq,454,0.9996237,0.88095236,0.6654676,0.6654676,0.9999202,0.7581968,0.7654917240142822
RNAStrAlign_B.thetaiotaomicron.bpseq,361,0.99979913,0.84210527,0.8543689,0.8543689,0.9998947,0.8481928,0.8481144309043884
bprna1m_bpRNA_RFAM_35800.bpseq,442,0.99933034,0.25384617,0.2260274,0.2260274,0.99969053,0.23913045,0.2391992211341858
archiveII_tmRNA_Emil.huxl._AY741371_1-291.bpseq,291,0.99962693,0.31460676,0.33333334,0.33333334,0.99980545,0.3236994,0.32364824414253235
bprnanew_NC_006577.2_1-300.bpseq,300,0.99955356,0.18421052,0.30882353,0.30882353,0.9997034,0.23076922,0.2383015900850296
bprnanew_NC_028806.1_27811-28110.bpseq,300,0.99935585,0.116883114,0.21428572,0.21428572,0.9995662,0.15126051,0.1579577475786209
RNASTRAND_ASE_00122.bpseq,295,0.9998023,0.9130435,0.71590906,0.71590906,0.99996173,0.8025478,0.8083977699279785
RNAStrAlign_Dat.S1199.bpseq,425,0.99933994,0.62068963,0.6,0.6,0.99968404,0.6101695,0.6099270582199097
bprnanew_BX950851.1_439646-439293.bpseq,354,0.9991709,0.3846154,0.26785713,0.26785713,0.99969363,0.3157895,0.3205685019493103
